dir,image_size,repo_id,transform,distance_metric,file,distance,distance_pos,is_real,complexity
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0033.png,-0.01026153564453125,0.01026153564453125,False,0.1982421875
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0034.png,-0.007152557373046875,0.007152557373046875,False,0.09521484375
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0035.png,-0.012481689453125,0.012481689453125,False,0.2109375
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0036.png,-0.0107879638671875,0.0107879638671875,False,0.1968994140625
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0037.png,-0.00783538818359375,0.00783538818359375,False,0.06732177734375
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0038.png,-0.01097869873046875,0.01097869873046875,False,0.1378173828125
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0039.png,-0.006458282470703125,0.006458282470703125,False,0.0933837890625
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0040.png,-0.01050567626953125,0.01050567626953125,False,0.06390380859375
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0041.png,-0.01313018798828125,0.01313018798828125,False,0.136474609375
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0042.png,-0.0123291015625,0.0123291015625,False,0.174560546875
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0043.png,-0.006214141845703125,0.006214141845703125,False,0.061676025390625
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0044.png,-0.0135955810546875,0.0135955810546875,False,0.199951171875
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0045.png,-0.006008148193359375,0.006008148193359375,False,0.0643310546875
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0046.png,-0.01067352294921875,0.01067352294921875,False,0.2105712890625
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0047.png,-0.01132965087890625,0.01132965087890625,False,0.1490478515625
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0048.png,-0.01163482666015625,0.01163482666015625,False,0.08880615234375
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0049.png,-0.010498046875,0.010498046875,False,0.13525390625
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0050.png,-0.0108184814453125,0.0108184814453125,False,0.09503173828125
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0051.png,-0.01322174072265625,0.01322174072265625,False,0.2384033203125
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0052.png,-0.007801055908203125,0.007801055908203125,False,0.1416015625
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0053.png,-0.01141357421875,0.01141357421875,False,0.18359375
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0054.png,-0.005828857421875,0.005828857421875,False,0.08013916015625
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0055.png,-0.0153656005859375,0.0153656005859375,False,0.19970703125
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0056.png,-0.01331329345703125,0.01331329345703125,False,0.177001953125
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0057.png,-0.00820159912109375,0.00820159912109375,False,0.09539794921875
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0058.png,-0.00946044921875,0.00946044921875,False,0.12939453125
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0059.png,-0.009368896484375,0.009368896484375,False,0.08514404296875
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0060.png,-0.0152435302734375,0.0152435302734375,False,0.1136474609375
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0061.png,-0.01247406005859375,0.01247406005859375,False,0.107177734375
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0062.png,-0.0103759765625,0.0103759765625,False,0.180908203125
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0063.png,-0.004058837890625,0.004058837890625,False,0.062103271484375
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0064.png,-0.0156097412109375,0.0156097412109375,False,0.186767578125
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0065.png,-0.003387451171875,0.003387451171875,False,0.075927734375
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0066.png,-0.01134490966796875,0.01134490966796875,False,0.2286376953125
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0067.png,-0.0132598876953125,0.0132598876953125,False,0.1055908203125
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0068.png,-0.0172271728515625,0.0172271728515625,False,0.08685302734375
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0069.png,-0.013702392578125,0.013702392578125,False,0.1229248046875
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0070.png,-0.01068878173828125,0.01068878173828125,False,0.147216796875
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0071.png,-0.014892578125,0.014892578125,False,0.2403564453125
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0072.png,-0.00775146484375,0.00775146484375,False,0.136962890625
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0073.png,-0.01125335693359375,0.01125335693359375,False,0.212646484375
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0074.png,-0.0075836181640625,0.0075836181640625,False,0.074951171875
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0075.png,-0.01479339599609375,0.01479339599609375,False,0.1905517578125
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0076.png,-0.01358795166015625,0.01358795166015625,False,0.1868896484375
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0077.png,-0.005550384521484375,0.005550384521484375,False,0.0623779296875
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0078.png,-0.011962890625,0.011962890625,False,0.12176513671875
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0079.png,-0.00611114501953125,0.00611114501953125,False,0.1380615234375
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0080.png,-0.0196685791015625,0.0196685791015625,False,0.0989990234375
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0081.png,-0.01497650146484375,0.01497650146484375,False,0.174560546875
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0082.png,-0.0101318359375,0.0101318359375,False,0.1785888671875
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0083.png,-0.00444793701171875,0.00444793701171875,False,0.07098388671875
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0084.png,-0.01544952392578125,0.01544952392578125,False,0.19140625
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0085.png,-0.01222991943359375,0.01222991943359375,False,0.049560546875
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0086.png,-0.0094757080078125,0.0094757080078125,False,0.17236328125
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0087.png,-0.01580810546875,0.01580810546875,False,0.0273284912109375
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0088.png,-0.014007568359375,0.014007568359375,False,0.06591796875
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0089.png,-0.01178741455078125,0.01178741455078125,False,0.10968017578125
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0090.png,-0.00978851318359375,0.00978851318359375,False,0.14208984375
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0091.png,-0.01364898681640625,0.01364898681640625,False,0.2293701171875
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0092.png,-0.00595855712890625,0.00595855712890625,False,0.1341552734375
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0093.png,-0.01148223876953125,0.01148223876953125,False,0.1971435546875
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0094.png,-0.007099151611328125,0.007099151611328125,False,0.09759521484375
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0095.png,-0.01497650146484375,0.01497650146484375,False,0.1932373046875
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0096.png,-0.01523590087890625,0.01523590087890625,False,0.1767578125
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0097.png,-0.0085601806640625,0.0085601806640625,False,0.0947265625
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0098.png,-0.00919342041015625,0.00919342041015625,False,0.1331787109375
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0099.png,-0.01026153564453125,0.01026153564453125,False,0.091064453125
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0100.png,-0.01357269287109375,0.01357269287109375,False,0.099609375
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0101.png,-0.00801849365234375,0.00801849365234375,False,0.12445068359375
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0102.png,-0.0113372802734375,0.0113372802734375,False,0.17626953125
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0103.png,-0.007598876953125,0.007598876953125,False,0.08544921875
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0104.png,-0.01473236083984375,0.01473236083984375,False,0.18017578125
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0105.png,-0.01611328125,0.01611328125,False,0.043548583984375
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0106.png,-0.010345458984375,0.010345458984375,False,0.208251953125
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0107.png,-0.013702392578125,0.013702392578125,False,0.1131591796875
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0108.png,-0.01336669921875,0.01336669921875,False,0.10968017578125
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0109.png,-0.01171875,0.01171875,False,0.148193359375
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0110.png,-0.00913238525390625,0.00913238525390625,False,0.07989501953125
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0111.png,-0.01226043701171875,0.01226043701171875,False,0.191162109375
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0112.png,-0.00434112548828125,0.00434112548828125,False,0.14013671875
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0113.png,-0.005100250244140625,0.005100250244140625,False,0.133544921875
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0114.png,-0.005523681640625,0.005523681640625,False,0.0914306640625
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0115.png,-0.01419830322265625,0.01419830322265625,False,0.2037353515625
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0116.png,-0.0102386474609375,0.0102386474609375,False,0.1646728515625
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0117.png,-0.007465362548828125,0.007465362548828125,False,0.09405517578125
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0118.png,-0.0107574462890625,0.0107574462890625,False,0.12005615234375
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0119.png,-0.00673675537109375,0.00673675537109375,False,0.077880859375
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0120.png,-0.01325225830078125,0.01325225830078125,False,0.08428955078125
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0121.png,-0.0120086669921875,0.0120086669921875,False,0.12396240234375
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0122.png,-0.01087188720703125,0.01087188720703125,False,0.1881103515625
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0123.png,-0.0118865966796875,0.0118865966796875,False,0.07586669921875
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0124.png,-0.0117645263671875,0.0117645263671875,False,0.14013671875
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0125.png,-0.0049285888671875,0.0049285888671875,False,0.0611572265625
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0126.png,-0.0104217529296875,0.0104217529296875,False,0.21484375
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0127.png,-0.0133209228515625,0.0133209228515625,False,0.130126953125
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0128.png,-0.008392333984375,0.008392333984375,False,0.1300048828125
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0129.png,-0.0114288330078125,0.0114288330078125,False,0.14501953125
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0130.png,-0.00632476806640625,0.00632476806640625,False,0.0828857421875
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0131.png,-0.0124969482421875,0.0124969482421875,False,0.242919921875
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0132.png,-0.005794525146484375,0.005794525146484375,False,0.1405029296875
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0133.png,-0.0110015869140625,0.0110015869140625,False,0.15380859375
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0134.png,-0.006404876708984375,0.006404876708984375,False,0.08154296875
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0135.png,-0.013763427734375,0.013763427734375,False,0.18701171875
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0136.png,-0.01255035400390625,0.01255035400390625,False,0.1806640625
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0137.png,-0.01113128662109375,0.01113128662109375,False,0.08074951171875
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0138.png,-0.011505126953125,0.011505126953125,False,0.127685546875
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0139.png,-0.00417327880859375,0.00417327880859375,False,0.130126953125
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0140.png,-0.0103302001953125,0.0103302001953125,False,0.08905029296875
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0141.png,-0.00934600830078125,0.00934600830078125,False,0.11834716796875
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0142.png,-0.011474609375,0.011474609375,False,0.201416015625
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0143.png,-0.004276275634765625,0.004276275634765625,False,0.06884765625
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0144.png,-0.01285552978515625,0.01285552978515625,False,0.178955078125
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0145.png,-0.013824462890625,0.013824462890625,False,0.1138916015625
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0146.png,-0.01018524169921875,0.01018524169921875,False,0.19775390625
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0147.png,-0.0126800537109375,0.0126800537109375,False,0.1531982421875
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0148.png,-0.0178985595703125,0.0178985595703125,False,0.0784912109375
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0149.png,-0.00865936279296875,0.00865936279296875,False,0.103759765625
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0150.png,-0.0167083740234375,0.0167083740234375,False,0.2093505859375
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0151.png,-0.01180267333984375,0.01180267333984375,False,0.2305908203125
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0152.png,-0.00592803955078125,0.00592803955078125,False,0.131103515625
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0153.png,-0.00951385498046875,0.00951385498046875,False,0.1627197265625
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0154.png,-0.00637054443359375,0.00637054443359375,False,0.0789794921875
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0155.png,-0.01320648193359375,0.01320648193359375,False,0.1571044921875
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0156.png,-0.01076507568359375,0.01076507568359375,False,0.1610107421875
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0157.png,-0.0057525634765625,0.0057525634765625,False,0.05291748046875
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0158.png,-0.0123748779296875,0.0123748779296875,False,0.126953125
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0159.png,-0.00693511962890625,0.00693511962890625,False,0.12237548828125
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0160.png,-0.008209228515625,0.008209228515625,False,0.08831787109375
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0161.png,-0.0121307373046875,0.0121307373046875,False,0.1173095703125
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0162.png,-0.0098419189453125,0.0098419189453125,False,0.155029296875
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0163.png,-0.004932403564453125,0.004932403564453125,False,0.06396484375
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0164.png,-0.01537322998046875,0.01537322998046875,False,0.22509765625
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0165.png,-0.01371002197265625,0.01371002197265625,False,0.13037109375
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0166.png,-0.0107574462890625,0.0107574462890625,False,0.2056884765625
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0167.png,-0.01031494140625,0.01031494140625,False,0.07891845703125
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0168.png,-0.009918212890625,0.009918212890625,False,0.09307861328125
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0169.png,-0.01351165771484375,0.01351165771484375,False,0.1300048828125
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0170.png,-0.004825592041015625,0.004825592041015625,False,0.08026123046875
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0171.png,-0.0121002197265625,0.0121002197265625,False,0.1904296875
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0172.png,-0.005039215087890625,0.005039215087890625,False,0.10614013671875
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0173.png,-0.01171875,0.01171875,False,0.17578125
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0174.png,-0.006378173828125,0.006378173828125,False,0.0823974609375
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0175.png,-0.01216888427734375,0.01216888427734375,False,0.1734619140625
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0176.png,-0.01352691650390625,0.01352691650390625,False,0.1728515625
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0177.png,-0.007534027099609375,0.007534027099609375,False,0.06134033203125
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0178.png,-0.0091094970703125,0.0091094970703125,False,0.1295166015625
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0179.png,-0.007564544677734375,0.007564544677734375,False,0.1146240234375
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0180.png,-0.0111083984375,0.0111083984375,False,0.08294677734375
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0181.png,-0.0099945068359375,0.0099945068359375,False,0.121826171875
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0182.png,-0.01108551025390625,0.01108551025390625,False,0.1849365234375
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0183.png,-0.0075836181640625,0.0075836181640625,False,0.04681396484375
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0184.png,-0.0171661376953125,0.0171661376953125,False,0.2149658203125
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0185.png,-0.01273345947265625,0.01273345947265625,False,0.040069580078125
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0186.png,-0.01143646240234375,0.01143646240234375,False,0.2318115234375
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0187.png,-0.00965118408203125,0.00965118408203125,False,0.061553955078125
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0188.png,-0.021881103515625,0.021881103515625,False,0.08648681640625
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0189.png,-0.00727081298828125,0.00727081298828125,False,0.10113525390625
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0190.png,-0.011688232421875,0.011688232421875,False,0.1435546875
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0191.png,-0.01349639892578125,0.01349639892578125,False,0.232666015625
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0192.png,-0.004791259765625,0.004791259765625,False,0.1451416015625
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0193.png,-0.00882720947265625,0.00882720947265625,False,0.146484375
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0194.png,-0.00556182861328125,0.00556182861328125,False,0.07861328125
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0195.png,-0.01213836669921875,0.01213836669921875,False,0.1888427734375
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0196.png,-0.01291656494140625,0.01291656494140625,False,0.1767578125
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0197.png,-0.007965087890625,0.007965087890625,False,0.0802001953125
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0198.png,-0.01045989990234375,0.01045989990234375,False,0.1146240234375
data\raw\generated\sd1-5,512,max,clean,lpips_vgg_2,0199.png,-0.00691986083984375,0.00691986083984375,False,0.1036376953125
data\raw\generated\sd1-5,512,max,jpeg_80,lpips_vgg_2,0000.png,-0.028289794921875,0.028289794921875,False,0.1357421875
data\raw\generated\sd1-5,512,max,jpeg_80,lpips_vgg_2,0001.png,-0.02880859375,0.02880859375,False,0.13037109375
data\raw\generated\sd1-5,512,max,jpeg_80,lpips_vgg_2,0002.png,-0.0218963623046875,0.0218963623046875,False,0.1866455078125
data\raw\generated\sd1-5,512,max,jpeg_80,lpips_vgg_2,0003.png,-0.0141754150390625,0.0141754150390625,False,0.053955078125
data\raw\generated\sd1-5,512,max,jpeg_80,lpips_vgg_2,0004.png,-0.02374267578125,0.02374267578125,False,0.18603515625
data\raw\generated\sd1-5,512,max,jpeg_80,lpips_vgg_2,0005.png,-0.0189208984375,0.0189208984375,False,0.057220458984375
data\raw\generated\sd1-5,512,max,jpeg_80,lpips_vgg_2,0006.png,-0.02001953125,0.02001953125,False,0.203857421875
data\raw\generated\sd1-5,512,max,jpeg_80,lpips_vgg_2,0007.png,-0.0262298583984375,0.0262298583984375,False,0.243408203125
data\raw\generated\sd1-5,512,max,jpeg_80,lpips_vgg_2,0008.png,-0.02392578125,0.02392578125,False,0.12139892578125
data\raw\generated\sd1-5,512,max,jpeg_80,lpips_vgg_2,0009.png,-0.02484130859375,0.02484130859375,False,0.1279296875
data\raw\generated\sd1-5,512,max,jpeg_80,lpips_vgg_2,0010.png,-0.01412200927734375,0.01412200927734375,False,0.07745361328125
data\raw\generated\sd1-5,512,max,jpeg_80,lpips_vgg_2,0011.png,-0.0208740234375,0.0208740234375,False,0.2420654296875
data\raw\generated\sd1-5,512,max,jpeg_80,lpips_vgg_2,0012.png,-0.0174102783203125,0.0174102783203125,False,0.1485595703125
data\raw\generated\sd1-5,512,max,jpeg_80,lpips_vgg_2,0013.png,-0.02142333984375,0.02142333984375,False,0.178955078125
data\raw\generated\sd1-5,512,max,jpeg_80,lpips_vgg_2,0014.png,-0.0175933837890625,0.0175933837890625,False,0.08453369140625
data\raw\generated\sd1-5,512,max,jpeg_80,lpips_vgg_2,0015.png,-0.0293121337890625,0.0293121337890625,False,0.1722412109375
